Full Name,Title,Diversity Flag,Firm,Type,Location,Crunchbase URL,LinkedIn URL
Joyce Kim,Co-founder and Managing Partner,Female,SparkChain Capital,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/joyce-kim,http://www.linkedin.com/in/joycekim
Shripriya Mahesh,Partner,Female,Spero Ventures,Venture Capital,"""Redwood City, CA""",https://www.crunchbase.com/person/shripriya-mahesh,https://www.linkedin.com/in/shripriya
Dina Routhier,Investment Manager,Female,Stanley Ventures,Venture Capital,"""Boston, MA""",https://www.crunchbase.com/person/dina-routhier,https://www.linkedin.com/in/drouthier/
Trisha Harry,Investment Manager,"Female,PoC",Stanley Ventures,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/trisha-harry,https://linkedin.com/in/trisha-harry
Laura Sachar,Co-Founder & Managing Partner,Female,StarVest Partners,Venture Capital,"""New York, NY""",https://www.crunchbase.com/person/laura-sachar,http://www.linkedin.com/in/laurasachar
Stella Voutsina,Angel,"Female,LGBTQ",Stella Voutsina,Angel,"""New York, NY""",,https://www.linkedin.com/in/stellavoutsina/
Alyse Killeen,Managing Partner,Female,StillMark,Angel,"""Los Angeles, CA""",https://www.crunchbase.com/person/alyse-killeen,
Alex Mendez,Founding Managing Director,PoC,Storm Ventures,Venture Capital,"""Menlo Park, CA""",https://www.crunchbase.com/person/alex-mendez,https://www.linkedin.com/in/alexmendez
Lisa Feria,CEO,"PoC,Female",Stray Dog Capital,Venture Capital,"""Stilwell, KS""",https://www.crunchbase.com/person/lisa-feria,https://www.linkedin.com/in/lisa-feria-411b5744/
Karen Kenworthy,Partner,Female,Stripes Group,Venture Capital,"""New York, NY""",https://www.crunchbase.com/person/karen-kenworthy,https://www.linkedin.com/in/karen-kenworthy-723a322a
Jillian Manus,General Partner,Female,Structure Capital,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/jillian-manus,https://www.linkedin.com/in/jillian-manus-19112a13
Kate Bingham,Managing Partner,Female,SV Health Investors,Venture Capital,"""London, United Kingdom""",https://www.crunchbase.com/person/kate-bingham,http://www.linkedin.com/pub/kate-bingham/11/53a/195
Consuelo Valverde,Managing Director,"PoC,Female",SV Latam Fund,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/consuelo-valverde,https://www.linkedin.com/in/consuelovalverde/
Duane McKnight,Partner,PoC,Syncom Venture Partners,Venture Capital,"""Washington, DC""",https://www.crunchbase.com/person/duane-c-mcknight,
Timothy Bernard Jones,Founding & Managing Principal,PoC,TBJ Investments,Angel,"""Washington, DC""",https://www.crunchbase.com/person/timothy-bernard-jones,http://www.linkedin.com/in/timothybernardjones
Rodney Sampson,Partner,PoC,TechSquare Labs,Venture Capital,"""Atlanta, GA""",https://www.crunchbase.com/person/rodney-sampson,http://www.linkedin.com/in/rodneysampson
Juan Luis Leungli,Partner,PoC,Tectonic Ventures,Venture Capital,"""Cambridge, MA"",""Boston, MA"",""Austin, TX""",https://www.crunchbase.com/person/juan-leung-li#section-locked-charts,http://linkedin.com/in/juanlleungli
Adrian Walker,Managing Partner,PoC,Telescopic Ventures,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/adrian-walker,http://www.linkedin.com/pub/adrian-walker/47/35a/286
Terri Hanson Mead,Angel Investor,Female,Terri Hanson Mead,Angel,"""Redwood City, CA""",https://www.crunchbase.com/person/terri-mead,https://www.linkedin.com/in/terrimead/
Randall Crowder,CoFounder & Managing Partner,PoC,TEXO Ventures,Venture Capital,"""Austin, TX""",https://www.crunchbase.com/person/randall-crowder-2,https://www.linkedin.com/in/randallcrowder/
Ann Dewitt,COO,Female,The Engine,Venture Capital,,https://www.crunchbase.com/person/anne-dewitt,https://www.linkedin.com/in/ann-dewitt-4772704/
Katie Rae,Managing Partner,Female,The Engine,Venture Capital,"""Boston, MA""",https://www.crunchbase.com/person/katie-rae,
Sonja Hoel Perkins,,Female,"Broadway Angels,The Perkins Fund","Angel Network, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/sonja-perkins,
Clara Bullrich,General Partner,Female,TheVentureCity,"Venture Capital, Accelerator","""Miami, FL""",https://www.crunchbase.com/person/clara-bullrich,https://www.linkedin.com/in/clara-bullrich-2172a91a/
Laura Gonzalez-Estefani,General Partner,Female,TheVentureCity,"Venture Capital, Accelerator","""Menlo Park, CA""",https://www.crunchbase.com/person/laura-gonz%C3%A1lez-est%C3%A9fani,https://www.linkedin.com/in/lauragonzalezestefani/
Monica Black,Partner,"Female,PoC,LGBTQ",TheVentureCity,"Venture Capital, Accelerator","""Miami, FL""",https://www.crunchbase.com/person/monica-simo-black,https://www.linkedin.com/company/theventurecity/
Shana Fisher,Managing Partner,Female,Third Kind Venture Capital,Venture Capital,"""New York, NY""",https://www.crunchbase.com/person/shana-fisher,
Ita Ekpoudom,Managing Partner,"PoC,Female",Tigress Ventures,Angel,"""New York, NY""",https://www.crunchbase.com/person/ita-ekpoudom,
Sheila Gulati,Managing Director,Female,Tola Capital,Venture Capital,"""Seattle, WA""",https://www.crunchbase.com/person/sheila-gulati,https://www.linkedin.com/in/sheilagulati
Garth Timoll,Managing Director,PoC,Top Tier Capital Partners,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/garth-timoll,https://www.linkedin.com/in/garth-timoll-sr-3529431/
Jessica Archibald,Managing Director,Female,Top Tier Capital Partners,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/jessica-archibald,https://www.linkedin.com/pub/jessica-archibald/0/26/814
Lisa Edgar,Managing Director,Female,Top Tier Capital Partners,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/lisa-edgar,https://www.linkedin.com/pub/lisa-edgar/1/b00/928?trk=pub-pbmap
Heather Preston,Partner and Managing Director,Female,TPG Biotech,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/heather-preston,http://www.linkedin.com/pub/heather-preston/10/355/286
Marina Hadjipateras,Managing Partner,Female,Trail Mix Ventures,Venture Capital,"""New York, NY""",https://www.crunchbase.com/organization/trail-mix-ventures,https://www.linkedin.com/company/trailmixventures
Soraya Darabi,General Partner,Female,Trail Mix Ventures,Venture Capital,"""New York, NY""",https://www.crunchbase.com/organization/trail-mix-ventures,https://www.linkedin.com/company/trailmixventures
Veronica Osinski,Managing Partner,Female,Trifecta Capital,Angel,"""San Francisco, CA""",https://www.crunchbase.com/person/veronica-osinski,
Anjula Acharia Bath,Partner,Female,Trinity Ventures,Venture Capital,"""Los Angeles, CA""",https://www.crunchbase.com/person/anjula-acharia-bath,https://www.linkedin.com/in/anjula-acharia-206735/
Patricia Nakache,General Partner,Female,"Broadway Angels,Trinity Ventures","Angel Network, Venture Capital","""Menlo Park, CA""",https://www.crunchbase.com/person/patricia-nakache,http://www.linkedin.com/in/pnakache
Sara Brand,General Partner,Female,True Wealth Ventures,Venture Capital,"""Austin, TX""",https://www.crunchbase.com/person/sara-brand,https://www.linkedin.com/in/saratbrand
Al Foreman,Partner,PoC,Tuatara Capital,Venture Capital,"""New York, NY""",https://www.crunchbase.com/person/al-foreman,
Jennifer Hanley,Managing Director,Female,Tusk Ventures,Venture Capital,"""Boston, MA""",https://www.crunchbase.com/person/jennifer-hanley,https://www.linkedin.com/pub/jennifer-hanley/42/752/978
Dafina Toncheva,Partner,Female,U.S. Venture Partners (USVP),Venture Capital,"""Menlo Park, CA""",https://www.crunchbase.com/person/dafina-toncheva,http://www.linkedin.com/in/dafinat
Miriam Rivera,Co-Founder & Managing Partner,"PoC,Female",Ulu Ventures,Venture Capital,"""Palo Alto, CA""",https://www.crunchbase.com/person/miriam-rivera,https://www.linkedin.com/in/miriamrivera/
Stephanie Palmeri,Partner,Female,"Broadway Angels,Uncork Capital","Angel Network, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/steph-palmeri,http://www.linkedin.com/in/stephpalmeri
Rebecca Kaden,General Partner,Female,Union Square Ventures,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/rebecca-kaden,http://www.linkedin.com/pub/rebecca-kaden/10/b22/802
Kara Nortman,Partner,Female,Upfront Ventures,Venture Capital,"""Los Angeles, CA""",https://www.crunchbase.com/person/kara-nortman,https://www.linkedin.com/in/karanortman
Kobie Fuller,Partner,PoC,Upfront Ventures,Venture Capital,"""Los Angeles, CA""",https://www.crunchbase.com/person/kobie-fuller,http://www.linkedin.com/in/kobiefuller
Shuly Galili,General Partner,Female,UpWest Labs,Venture Capital,"""Palo Alto, CA""",https://www.crunchbase.com/person/shuly-galili,https://www.linkedin.com/in/shulygalili/
Camille Samuels,Partner,Female,Venrock,Venture Capital,"""Palo Alto, CA""",https://www.crunchbase.com/person/camille-samuels,https://www.linkedin.com/in/camisamuels
Vernon Lee,Co-Chair,PoC,Venture Capital Access Program,Angel Network,"""Washington, DC""",https://www.crunchbase.com/person/vernon-lee-jr,
Clare Ozawa,Managing Director,Female,Versant Ventures,Venture Capital,"""San Diego, CA""",https://www.crunchbase.com/person/clare-ozawa,https://www.linkedin.com/in/clare-ozawa-2181211/
Angela Tran Kingyens,Partner,Female,Version One,Venture Capital,"""Palo Alto, CA""",https://www.crunchbase.com/person/angela-tran-kingyens,
Victoria Fram,Co-Founder & Managing Director,Female,VilCap Investments,"Venture Capital, Accelerator","""San Francisco, CA""",https://www.crunchbase.com/person/victoria-fram#section-overview,https://www.linkedin.com/in/victoria-fram-5a23a02/
Anne Dwane,Partner,Female,Village Global,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/anne-dwane,
Erik Torenberg,Partner,PoC,Village Global,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/erik-torenberg,
Robert F. Smith,CEO & Chairman of the Board,PoC,Vista Equity Partners,Growth Equity,"""Austin, TX""",https://www.crunchbase.com/person/robert-f-smith,https://www.linkedin.com/in/robertfredericksmith/
Diane Fraiman,Partner,Female,Voyager Capital,Venture Capital,"""Portland, OR""",https://www.crunchbase.com/person/diane-fraiman,https://www.linkedin.com/in/diane-fraiman-63663a1/
Mary Coleman,Managing Director,Female,Walden International,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/mary-coleman-2,https://www.linkedin.com/pub/mary-coleman/0/187/9b7
Yimin Zimmerer,Managing Director,Female,Walden International,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/yimin-zimmerer,
Sara Adler,General Partner,Female,Wave Capital,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/sara--tillim--adler,
Beth Seidenberg,General Partner,Female,"Kleiner Perkins Caufield & Byers,Westlake Village BioPartners","Venture Capital, Venture Capital","""Los Angeles, CA""",https://www.crunchbase.com/person/beth-seidenberg,
Yvonne Chen,Partner,Female,WI Harper Group,Venture Capital,"""Taipei, Taiwan""",https://www.crunchbase.com/person/yvonne-chen,https://www.linkedin.com/in/yvonne-chen-53a28714/
Katherine Barr,Founding Partner,Female,Wildcat Venture Partners,Venture Capital,"""San Mateo, CA""",https://www.crunchbase.com/person/katherine-barr,http://www.linkedin.com/in/barrkatherine
Alex Washington,Managing Director,PoC,Wind Point Partners,Venture Capital,"""Chicago, IL""",https://www.crunchbase.com/person/alex-washington,https://www.linkedin.com/in/alex-washington-71542a26/
Anthony Saleh ,Partner,PoC,WndrCo LLC,Venture Capital,"""Los Angeles, CA""",https://www.crunchbase.com/person/anthony-saleh,
Shane Kelly,Founder & Managing Partner,PoC,Wolverine Angels,Angel Network,"""Los Angeles, CA""",https://www.crunchbase.com/person/shane-kelly-2,https://www.linkedin.com/in/shanekellymg
Anna Palmer,Partner,Female,XFactor Ventures,"Angel Network, Venture Capital","""Boston, MA""",https://www.crunchbase.com/person/anna-palmer-2,
Aubrie Pagano,Partner,Female,XFactor Ventures,"Angel Network, Venture Capital","""New York, NY""",https://www.crunchbase.com/person/aubrie-pagano,
Danielle Morrill,Partner,Female,XFactor Ventures,"Angel Network, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/danielle-morrill,
Erica Brescia,Partner,Female,XFactor Ventures,"Angel Network, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/erica-brescia,
Jessica Mah,Partner,Female,XFactor Ventures,"Angel Network, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/jessica-mah,
Liz Whitman,Partner,Female,XFactor Ventures,"Angel Network, Venture Capital","""New York, NY""",https://www.crunchbase.com/person/elizabeth-r-whitman,
Nicole Sanchez,Partner,"PoC,Female",XFactor Ventures,"Angel Network, Venture Capital","""New York, NY""",https://www.crunchbase.com/person/nicole-sanchez-2,https://www.linkedin.com/in/nicolemsanchez1
Ooshma Garg,Partner,Female,XFactor Ventures,"Angel Network, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/ooshma-garg,
Adora Cheung,Partner,Female,Y Combinator,"Accelerator, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/adora-cheung-2,http://www.linkedin.com/in/adoracheung
Carolynn Levy,Partner & GC,Female,Y Combinator,"Accelerator, Venture Capital","""Mountain View, CA""",https://www.crunchbase.com/person/carolynn-levy,
Kat Manalac,Partner & Marketing,Female,Y Combinator,"Accelerator, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/kat-manalac,https://www.linkedin.com/in/katmanalac
Kirsty Nathoo,Partner & CFO,Female,Y Combinator,"Accelerator, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/kirsty-nathoo,https://www.linkedin.com/in/kirstynathoo/
Michael Seibel,Partner,PoC,Y Combinator,"Accelerator, Venture Capital","""San Francisco, CA""",https://www.crunchbase.com/person/michael-seibel,https://www.linkedin.com/in/mwseibel/
Anu Hariharan,Partner,Female,Y Combinator Continuity,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/anu-hariharan,https://www.linkedin.com/in/anuhariharan
Jocelyn Goldfein,Managing Director,Female,Zetta Venture Partners,Venture Capital,"""Palo Alto, CA""",https://www.crunchbase.com/person/jocelyn-goldfein,https://www.linkedin.com/in/jgoldfein
Ritika Mahajan,Angel,"Female,PoC",,,"""New York, NY""",,https://www.linkedin.com/in/ritika-singh1/
Tasha Seitz,Partner,"Female,PoC",Impact Engine,Venture Capital,"""Chicago, IL""",,https://www.linkedin.com/in/tashaseitz
Jessica Droste Yagan,Managing Partner,Female,Impact Engine,Venture Capital,"""Chicago, IL""",,https://www.linkedin.com/in/drosteyagan
Vicky Shum,Partner,"Female,PoC",World Innovation Lab (WiL),Venture Capital,"""Palo Alto, CA""",,https://www.linkedin.com/in/vickyshum/
Rob Theis,General Partner,PoC,World Innovation Lab (WiL),Venture Capital,"""Palo Alto, CA""",https://www.crunchbase.com/person/rob-theis,https://www.linkedin.com/in/robtheis/
Linda Guo,Partner,"Female,PoC",Glade Brook Capital,Growth Equity,"""New York, NY""",,https://www.linkedin.com/in/lindaguo
Deb Kemper,General Partner,Female,"Golden Seeds Venture Fund,GSVF - Golden Seeds Venture Fund,Golden Seeds Venture Fund","Venture Capital, Venture Capital, Venture Capital","""Boston, MA"",""New York, NY""",https://www.crunchbase.com/person/deb-kemper#section-overview,https://www.linkedin.com/in/debkemper/
Lani Nguyen,"Partner, Design","Female,PoC",Sway Ventures,Venture Capital,"""San Francisco, CA""",https://www.crunchbase.com/person/lani-nguyen,https://www.linkedin.com/in/lanstermonster/
Benjamin Lee,Managing Director,PoC,CircleUp Growth Partners,Venture Capital,"""San Francisco, CA""",,https://www.linkedin.com/in/benlee-08043/
Alison Ryu,Managing Director,"Female,PoC",CircleUp Growth Partners,Venture Capital,"""San Francisco, CA""",,
Yardley Pohl,Angel ,Female,,,"""San Francisco, CA""",,http://linkedin.com/in/yardleypohl
Soumitra Sharma,Angel,PoC,,,"""San Francisco, CA""",,http://linkedin.com/in/soumitrasharma5
Sarah Nolet,General Partner,Female,Tenacious Ventures,Venture Capital,,,https://www.linkedin.com/in/svnolet/
Saniya Gandhi Bhardwaj,Partner,Female,,,"""San Francisco, CA"",Singapore",,https://www.linkedin.com/in/saniyagb/
Sara Deshpande,Partner,Female,Maven Ventures,Venture Capital,"""San Francisco, CA""",,https://www.linkedin.com/in/saradeshpande/
Heyu Huang,Partner ,Female,Fresco Capital,Venture Capital,"""San Francisco, CA""",,https://www.linkedin.com/in/heyuhuang/
Samara Mejia Hernandez,Founding Partner,"Female,PoC",Chingona Ventures,Venture Capital,"""Chicago, IL""",,http://linkedin.com/in/samaramejia
Ana Quintana,Managing Partner,Female,BDV Fund,Venture Capital,"""Los Angeles, CA""",https://www.crunchbase.com/person/ana-quintana#section-overview,https://www.linkedin.com/in/anaquintana/
Ollen Douglass,Managing Director,PoC,Motley Fool Ventures,Venture Capital,"""Washington, DC""",https://www.crunchbase.com/person/ollen-douglass,www.linkedin.com/in/ollendouglass
Kimmy Paluch,Managing Partner,"Female,PoC","Beta Boom,Beta Boom","Venture Capital, Venture Capital","""Park City, Utah""",https://www.crunchbase.com/person/kimmy-paluch,https://www.linkedin.com/in/kimmy/
Susan McPherson,Founder and CEO,Female,MacPherson Strategies,Angel,,,https://www.linkedin.com/in/susanmcpherson/
