Name,Logo,Site,Funding Rounds,Location(s),Notes
OpenView,lrlk66iawygb25bcybq2.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/0PhgI3rJpDLYXSrtop18Gg/zoi8qOjyZSwOn3EJUGKTFU4M00Zqa9zb-zK9gkd85_VVGaTfjdP2OSXVdfzT7hrPWboe9dj1CazAGE5CQnZc57dnYYTzyDWjxLSFXTBqelDJBsKH760UafK7QiPB6rc_/0PooWD1a9W76vfa_qiK461PQqyxSNnHzAFnZj4LGM5w),http://www.openviewpartners.com/,OpenView III,Boston/Cambridge,
OS Fund,txz83w5qkkp08p6v4oeo.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/A8JIrt8sle_0jeLfWC8FZg/cy4C1RwBa4o5bsd650gAeytpFYjsxJmmoDG9zH82Kv5Bq1jTUeplfUx1X1ZTr7Bdk19K-7stFiNlaUigrMfB7PjgGm_Gp0riegUlVIBSt1tZANfHeKGmuFHYo2q-OqBP/vky_vWxKnS1ZTUS_yJ0sKhwpsORs3iOUUK6blCiir0U),http://osfund.co/,OS Fund I,"""Washington, D.C.""",
Passion Capital,usoch7rjz7nxck5dsrbl.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/kcUtP7aGwNlORwbFmKxjUA/9iL_ppYFwAm_IWoXazPrTEyovuOa37vbdYEqpmCFibKZc_ezhu0GQcCXxgEkQc9UwEal34px_Nb3bZnSRGF5AtGIcufAQRqB5M_XRoWsSccTpLHM83FJrFIjncpBvKto/EqpfJBiPAKdeK3m3wktB4y2KYa7xP4RF-DC6Ceycl98),http://passioncapital.com/,"Passion Capital II,Passion Capital I",London,
Peak Ventures,osz1kmshht7jjs01swbd.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/facutMPnqY6h0a07BlHr0Q/dDhWCG1Zw3WjWgJJDwNJN6r75C10HqnUB00uLUgkeVQnfVuRigTgAavEjQeq_Ge38ZK4h_BOhRBRxv8NgYZXWJaqySzsyOFz3Hvsonpf_44ErTtaMmC1J5AdqHFVf8qn/O-SlsxzAUlYnJFmu5DCgksjYwp9c4xsHXwRV_zCXYio),http://peakventures.vc/,Peak Ventures I,"""Provo, UT""",
Pear,divo6dyu5rzscvyrbbdl.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/Rn9nj6Sf72f83YL_J9JWQA/It34BMl-wv0GAwC12o8pK4z-zOLqHE_eyGT7-jDWKHBhPS4hXWT2Ya8Nv12duarFeiwTvHSaPql6y4TNuqGWUUJ2JKS9h64BRyLnshlstO3FGbxmQGM23tSFVct6VAuw/70Shsvrt5L5Uog7cABf_FO1oIlf_fWltb2pxOTeaBHs),http://www.pear.vc/,Pear II,SF Bay Area/Silicon Valley,
Pejman Mar Ventures,,,Pejman Mar Ventures I,SF Bay Area/Silicon Valley,See: Pear
Pelion Venture Partners,c01cda23b1c8153e87bc37b324ec5fec.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/A8ELv259970TVjaJTNyHdQ/TI1uhtNlIRG-3GqMzi3L66wpVJqhlAT9vI8x7EXREe5lAvYswngZSx4B2JS5h_RWZwizZXMoMjH2Rf6rN9BPLuBKxcNz1YLD14rbZm5vglXPa19WA5mWDAFgmQiTmKVE/v2vDY_AmsZbt10aU_0DIaZydGLDQ_mQcWFD-kAYOAZM),http://pelionvp.com/,Pelion Venture Partners V,"""Salt Lake City, UT""",
PivotNorth Capital,b2563a9094876f6fa66dd9e735880862.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/L-fAgPn37uKoVmaRyuLC6g/iOsYoQ7IctsfqsYugSz3IcV936XPMUu-Lz2NtAjI9nGOYuCpHdWbIPuhHsQ0InF_Ce8PknFJg8yeq7LrUm6AQ_kEfM3RHIEAHnlXBz6-l96XaOSYHBtF2JDfuCi8PR1L/LLF_zNVPVEMNwkFg6VCPFEuVlcZS3tKvxhg5AAuIgHo),http://www.pivotnorth.com/,"PivotNorth Capital II,PivotNorth Capital I",SF Bay Area/Silicon Valley,
Playground Global,ob3kf09bbiqjrxltswko.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/5UyYkrAYktV3plEdybG2aA/H09d9rB914XiBRZFWnjHHjyo4hgAqyJvRjFp_Z0La9JdRZThrZPaFyEgzcQJEB3o538hj6VZtQLNZDAcmZVjLxBWDtR5nXEQl0QshAc-jVq_UKpwDs-JgXt03d4aUzx8/RJa42aFt1vbhcGz1mkrkzKNi130ZUlj35VSvzLGFjUg),http://playground.global/,Playground Global I,SF Bay Area/Silicon Valley,
Point Nine Capital,jtgnu1jvkrf8ydy4y5nt.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/aLtdxmMSVz43vjiK1FbyOw/pTDih7I1IzYejvrmi6NGC8Py5SLE3tw6kWOuMEXuCHunc4-je0Ebrya0R47cTxLK91hvTEeaE0O15kg1b2N0qk3tWdh_4cOINHTj98-4TbL5mhsZr_jJ7E5qogunj7vA/c5izIBZf7yEsCYuLEgC1FXZhLpvpC5al6Gq4Nlll7ts),http://www.pointninecap.com/,Point Nine Capital II,Berlin,
PowerFund,,,PowerFund II,"""Boulder, CO""",
Precursor Ventures,nf3opil6xjv3nz5zlg78.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/V6qIh5TvaVV4Y3IOBvteDg/wnyQhKifSdv_DYSY6uPmfXtT_uKfBzNjg4nMM5ZUWhSYZkz3YSVqZmp04XfsUyJbzPcsQJEu7OcDSURqaNC3SNbISjey40jysoZmE5QNLNwjosh45MtF57e1Y_lD5eK4/q1Dn572Ofi_3SdwooFLUgoIVqxagdpmnpJVFGWFi7ng),https://angel.co/precursor-ventures,Precursor Ventures I,SF Bay Area/Silicon Valley,
Primary Venture Partners,ahekqihowyaphit87vnp.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/X8S2v-YrYXWpAwuGWAgWqw/J9tbf9Tma5eXijsfNQFA-b7-Pm1Joy36vnBwq4BKb5tUy82IyATyO1aB62v6OHWm_de6_aSf-mostkUsh2uKZuYgOpxff0bmpf_BEInzZmUl1DbADXIT-0iV2Dg185O7/slGBjHbB1z-5kcpfk21n4EzRr70tcAsoN-6vfb6UhWg),http://www.primary.vc/,Primary Venture Partners III,"""New York, NY""",
Progress Ventures,aks303m7hhgmjbdpfsy7.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/LN-71Aj0ZsctQXb4bI6Xiw/Mktp-OL7bpytv1vHz2WyngWb0FZM-Ck9qHTGPeDQRNZgeIrzcvvn4RzzTW7pw_BHLo-ZWVxd9tXGKKC0ZSnj8kO6s8Ch4IxeCBlzOMfOL2uHYsF1ZovJQb5xK-VDpT7i/gTHQOTUfcDG40rFNjRGb1QRZswKuwyoNhQexBZEvsN4),http://www.progressventures.com/,Progress Ventures III,Boston/Cambridge,
Raptor Ventures,3c0043241b9933e819d69ba5afa0317c.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/wTn3s5gBkne7eRnmW9S7ew/WBzQr26MCaVzleeX6HBQeu1Hfinek0w_Cy6S4EsNupowugJstvmL5qf3oq-3LGpyi7ZiKsGxXT_J0LZJPjUBqy2D0V2ATm4xTyzxxRbMqmol072HMK2y3VIMnE82bPKe/vClfR8p28iAIbgThwq-teaRZLHpOKdpOKdKY1_LLWGM),http://www.raptorventures.com/,Raptor Ventures I,"""New York, NY""",
Reach Capital,ej9h46eolyuczsiguqjm.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/PfZFMTaXWfzFVSwY7CP5qg/AgA4c0r1HR1xG7DsDRCjE1gMBOWbsEbwl43kM0Y4PJicakTLTF01UpEy9fpW3x6WeHwNAPL0DZVAhEpSj7_UZUM10yW4G5ltR7ESe6asklRFoycOg-5SLxoCW67aXpXo/zR_lFTXZuiec2Frv2dA8ARQHPBzP6FxduLuJkarKdwI),http://reachcap.com/,Reach Capital I,SF Bay Area/Silicon Valley,
Real Ventures,u09q6sus2p8wzhxjbppj.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/HAXjAFCi58QHXkIRJh9Bug/mzJkPa3BdNSTzPjl57CPUknxwjkwBvFqSGM8RsihBqShaySFaHnU9yhOcsuEqiJODqfkqtR9RbzXpl3D8IHwfW07JBvdQFzsdwosJ_CWJugPQsY2E4cgSbhhAWeV8fZ8/FBAytCKRS3nigLRrcZfyfxQcRfGB7NMnZXD9vz5efLw),http://realventures.com/,Real Ventures III,Montréal,
Red Sea Ventures,y4qesjn9d2dvbwhvabz0.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/rBG0TQQnOSNUcfyW4cJQNQ/eSCBLOxGCevZL64h4-owqADH9REUsV1f17t9XraD2y67cGrXTxqdYl8SamSJvR1tSkjpkHVAHVeexDrJU_o9HdT4jl53eI-hVP0cz0EiPxAkgl1TpG3rsXfeJenuazPk/GVPc_m2casUPKi0bjivkmEMlVgrRw88fbM3e4QIkS78),http://www.redseaventures.com/,Red Sea Ventures I,"""New York, NY""",
Refactor Capital,cqi5uuyxlwlkc3dqj9zz.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/nmTAue57sd2DUncA9a2OzA/fdEOfhe0_7231_g1bK-YV63M3dvaKQDvNhwaEuxl3viYdw9VE4TcOwMaw-OBOZnmMvGU8oZ6GPit7xNxMUlamcGOWdFEwN588yD6_53KkHUGybAMTqlhpHyhbJDkanZ9/UGC5serXm9cYNhaeNX3Fe13jSL164_piuqatGFIbKDA),http://www.refactor.com/,Refactor Capital I,SF Bay Area/Silicon Valley,
Relay Ventures,oz86kpvqcw3tlgpwjryk.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/b_b6lXBm2v2_UMc9boGYdw/Z-h7RxHd1CVwClfpYm1JgZeHkDLOUDbALOQjJd4YYIbqUnkoJsPF61KFd4tGFwXGF7wUaev-3w_UWnlim4R8rHwR715AWy3FDQNjZhv6YPQ2-JxwRRjh7hyOtsjZKOHA/EZwu0mTemlhYvveblThp0XX4EXi7IRSpm6cCWOSQMao),http://relayventures.com/,Relay Ventures VIII,"SF Bay Area/Silicon Valley,Toronto",
Resolute Ventures,ut0ib5cup0seeuihlesi.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/s4xrfkmL7UHdNWakZ3x7-A/4PiJaJ8hrtUb4l7LzrWnUpniEyhfkWvdnrHjHVNx5J7z591PSNgDUVnQSe5Aao8VlehLzP7acMaTLk18T3I4aFSKkaFbwWP_8x92kH06l8-Y1rBfqD6ZZ8VFSu3CTtCK/BHDfleqY7B6yd_GygFOVQVAj3oyyX7yO3Veh1TTY-Uo),http://www.resolute.vc/,"Resolute Ventures II,Resolute Ventures I","Boston/Cambridge,SF Bay Area/Silicon Valley",
Revolution Ventures,0840a1776e056fe59860ed2935cf3bb5.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/y79J2ENavD6qEEWq4yRCoQ/3DdnZJUwvI3LOErGqJ5r_AUmg44qULX0OS9aKmsfwANYFu01fBMS3hVJMEoJyD8Y7ddI2nc4euHyKKWV5xYm2_eAM4ivMXdU-Paog4V8kFA2oambS16_LxqbpCHj-8xe/JVi6ogd-VW0lKDs6bXQyBv6JWKUROVwg4AjCYHjhWJY),http://www.revolution.com/entity/ventures/,Revolution Ventures I,"""Washington, D.C.""",
Ribbit Capital,19b49e1d50774c3aaa67084cca77cfd5.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/ldw50QNdBGlK3N3HqPbyfA/a6j7tJujodf0g3W7b7dJi6HVX45F1Uhp5ngaVW2x7y8zNmvNNw6Go8QHex0sus0JkZPSWlGH3dtUroNw1aUK1xFpvh3xD8wSmMGJoVCZv1VNlYeeH0fJXV78QDJB3Mwt/73xc53TOFH7Jift3a2H9mvZCAwVtYKTrEg62CGg4148),http://ribbitcap.com/,"Ribbit Capital II,Ribbit Capital I",SF Bay Area/Silicon Valley,
Rise Capital,7faf8e87f06b1e7545c158c19fbf5b1e.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/CQ6KdLwIPnLmQeI5gOD4fg/NGm7kluk-qNXP66Af9nLUbG9Ud2fkHvoL3TNYwMw2atp4IVkqXx5BlrZRa5VfhL3Pz6SOKlqeuzPAHe6yihvPjMPolzFjTGIbzYdPeNDatrybqx8hUrBKgEEX57KQ4Xh/XJRm04BoJi2eWEfyZpe5kDai7DEukVen1K1xNQVYjMk),http://risecapital.com/,Rise Capital I,SF Bay Area/Silicon Valley,
Rittenhouse Ventures,ly3t8sdhesk7yr2w3ti4.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/TbB90ISbUmTvLdSnPKhLog/VwdcwjLdS7R2zTiN2Wz2w3f-35ViqenXVWJ4FzWL4Nw4GJNQoI0xZJNcU_iyRJ7zkhVOGpIuSr-gZ4SDiLUFJ3V3VwIKgI9nONhYqGHECdW8YS3jQsjNvUxFj2nHRWQS/rDCo4iXH0SxZNNpr81vLA-Hdd4O8RhvcIPrepZztH3s),http://www.rittenhouseventures.com/,Rittenhouse Ventures II,Philadelphia,
Romulus Capital,cybthc9t9zt5k1cz9iyo.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/9SQ9n6xvwPGsUeMRSwxwsg/v8K86G7SLwBz8SHqLwdMe7Rz7qTIxC72sek00N7JaEaHVE9ARYZSNGa9abCosrCtLo7qNamIP8YLMfEnZpEahcY2SZbdEYzeJUUUfyrG0pPnUaS3O2YG77UEBLQewlOm/rWRvQ4Dr3otRdTq1137l_jbvl8HdRdy8K5ZDPqnRwuw),http://romuluscap.com/,"Romulus Capital III,Romulus Capital I",Boston/Cambridge,
Router Ventures,i8bfntgqslztc8lvpxkz.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/Yz23WdPYI-W1wdmrqJ4r0A/FxdzXctIRCWJdTsXat7UX5-I16xgQtmvnwegUrxXrrV9BlEKw7GVopPQJ6crrQudOcNnK2_TiwzofHrI0KIhTum9q8hJLCO5KGhT1qXEYtQ3-acU3vabsOvYrWQiVWf3/wEa9Bqqjuj8LJ4y712AL3ohLcpBVQ72zhw0Dx2VKIZM),http://www.routerventures.com/,Router Ventures I,"""Omaha, NE""",
S2G Ventures,sybajficeqz0aqcuxwxy.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/IPPTGXbu3uqx8-KfZnSjcw/ZixSKYTxLFUxgiqJtLdBnXpUme5SuPNocnIzX66W74S0EEjkYDN3fphGbCbAN7a4a6Yp3UCHclZ3LxtCKC_PJRr3xKSKQXzuyJTTUr5NXV8iipVCHiivPSLhjNBlR-22/IyOB8Jslce6BWRA6uQmUsmVaIHjCrMha5weM5qPbdbk),http://www.s2gventures.com/,S2G Ventures I,Chicago,
SaaStr Fund,eo5i5y5ns4idgakcxo0y.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/tMqqgThO9ulP5vZ2Zs5vtA/sxZVVyHNAm9npGza97FpOcMXbnqx8-1bW8GfECFrESZXgRMIpmbk7I-5mBSSFgpcooizGu-eR1_LBh_eo30WjqNywD65DwwqFJtnmQmCrJOgwJ7hS7kzsD_ojsxRCKUl/xDyYIDW1rT_Gk4mesHBgGHubHXcpTDzh_vY3vuxaF5E),http://www.saastrfund.com/,SaaStr Fund I,SF Bay Area/Silicon Valley,
Santander InnoVentures,rwfabxmqigcdfiqfqblr.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/BuyF0i2hDhOeKYDm6DwPlA/hjwcaPfSiI_VQ74B3Awcgnrw-1U-hCsGqCyY5PI_sLgnxBgYQaq4Dp8q-vgHoANsIy6RkwCzES4txGPzfbGNcprKSTnJX4qg2K__w-z-4REQZphsMdqs4ERuqemfCj6n/eSq44WAXYYaxZMemYCGpC30k-5yI4sjQXoENmdmHtB4),http://www.siv.vc/,Santander InnoVentures I,London,
Scout Ventures,4c0a0ae4bd97027a11651cd78bfda30d.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/Y5F4BFFUVytwghdjchnSDw/XWwQTqDBPT_V8O8cmY53-Ulj9IRjtUjEpVGHC0pvsoTd8hrwppAAQw5NTvdxG12d3xSp0eTpU4bhEJBSgcMIWIInMNcTR-3sin1gwwpHXZpsuXQPOdQS8mK5UFCclcYx/pSTByXE0Qu5hhUnIIOO2pTZJY8ODl0fK5iVpR5B3kYo),http://scoutventures.com/,Scout Ventures I,"""New York, NY""",
Seedcamp,celknanwdnrargksenhz.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/oQMfmzvRN8BrhUTc6LporA/tPuuU4xOY0lZBBtRwN9k9ySkcimFFHgOXVeqnDTb78YyQIPdwoo_xQ5256KGwJqYJkbqceQTQxc9CI4sUVHJqzfarj_0PJFmNdSpXeU0T862xZGnkPXNjp0knLNPpROi/mMTjddydKMGLro06BHLRboBhg2cczD15sy6QZ2cC4aA),http://www.seedcamp.com/,Seedcamp III,London,
Shenzhen Co-Win Venture Capital Investments Limited,80a97fcc86eae56c043f57343172ae74.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/DMy-_2WpgFIShILYMbzYjw/ullyqKaKraFcGdCbJL1N8bVzG77NbEwZ4Jfs2yGP9dj6pQRPr6uQ4wWaii3Pdt0hXP09q5Huh7V9SHBazVxPpFW3hrv0svPdoQdguH-n7IjW0NhMTv9q1v9hPcNxZEUS/9A6dZltXiYZc6koxvlwLlqd3eXjkIKYoC3vylynleME),http://www.cowincapital.com/english,Shenzhen Co-Win Venture Capital Investments Limited I,Shenzhen,
Sherpa Ventures,gdrp9mwgcy5hiolewcvy.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/0Iz6DF3PH7Nsw0wX1LFi9g/KmIZlrd406vNJAUOmXdq2WapkensAJt8t0b_LOtMDsS0uSVDwOAw7kuYzDnSHuhMnBQzY7mZAwupq1h9lkWtjEGRYyX7rpap358aawZrC6ZHABc1lrsTEXD2Xr4h8zAt/Fo_nT1IlXdXEnV-EGJrJGEAwfzB-f9c15gmcbFKZmRU),http://sherpa.com/,"Sherpa Ventures II,Sherpa Ventures I",SF Bay Area/Silicon Valley,
Sierra Ventures,37565e478f19fda82f55b004062468d5.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/c1N0fFr7MU9nomjMtU1r0A/WU3PKQDA5xfQgmH4pbBzpvmwDBsGN4UIh4WSM3BiKrkBB1XoZGQDdS2JStZi-vqrtm_0L7suvu9a5UbGOQ9XnmxAsTPH2PopLviW9GG7sRyL4tr4lKYh5iEZ2ZhH7B8e/msjdXhrqDMI4gaV9L7Wi95rZnLMkE2vPgPvZBNi-oZo),http://www.sierraventures.com/,"Sierra Ventures XI,Sierra Ventures X",SF Bay Area/Silicon Valley,
Slow,db46baba5d2d43a43740be898e14485b.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/tKtY07v5aW2mYqep9nA6_A/tnsg9hHM3CV90uqVGF_FLMTrxk1PR7waXT_nmEa7UfHH60HmhrhnchYqysLfabwDKr-_x63n6S43h4XNbfrw0Q1nnXHk5Jw7621E63YBv6g205ShfF2G5QDxMxEOzWEH/UgR3OuswGaHDramWz3Yc09874W3OXvjfq6dFN1nCOJM),http://www.slow.co/,Slow IV,SF Bay Area/Silicon Valley,
Sofia Fund,,http://sofiafund.com/,Sofia Fund II,"""Minneapolis, MN""",Specifically for women-managed companies
Softtech VC,88d27d0de246751dbbad7b080654af22.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/jf18drKizmxoJgMazur3AA/O4MbPZ8_kWFg--Io2Kh4foHoJk-zJydTrQN_bxtLnKnefIC9JnIy0MeySclHfZ1bfhfOzvOZX3C_MosSLVqhUCseobQeM6EpNbgeMquR9KqiS2DD-z_xEdaB4ildOa9_/3tNtw2Hk0mng5me6wW8RmOFU0Xb-cKfm7BXDlHi-CBo),http://www.softtechvc.com/,"Softtech VC V,Softtech VC I,Softtech VC III,Softtech VC IV",SF Bay Area/Silicon Valley,
StageOne Ventures,72de6eeaa1657f0c5c6413a1385ce042.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/gNvbU2L8VSQdIA1vMYaBxA/LenmjhNyevPnCJ29i7fDzoHXcrPkD4n7XEJOo_z8wL7EkfWLlW_UQYjTRjT4aCNIBj4y34IhzBTaONj2uC0jduLJ7qvXjX-4G08r3q7OqlG2D62nvHPERUD-yXQMb1sm/v39JEnugusgcMsWRzWMZeRpkHealBv5hRJp3UH9XObg),http://www.stageonevc.com/,StageOne Ventures II,Tel Aviv Metro Area,
State of Mind Ventures,re9wovmumd6iwousyn6u.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/_aKTKweGY-QpNxV1XATZIw/ilpWndvMEyeNl-VxoKLWAe01OSeAMxfIme72IkYQVZalvdIL0BHvtKOydDS2TblEJg0NDOUcexGSfcF8_OnL0AFxq8Ix93d_KSm-XDGPvuL7Ri8mjiYg_JPY99XSgXzg/LpHgTxyK_mxBWB8VEJL4iRReU70BMU9CoYqsKFtD5-o),http://www.somv.com/,State of Mind Ventures I,Tel Aviv Metro Area,
Storm Ventures,3bcfc50684d16deb9650136dafc1fda4.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/KhlHJ6it7fD7a1s3qy_K-Q/KCMbl_oEUSqN-kNYdmaisoTa1Yx5Rz5AJntVLh1JMVp-e0rPSUP794fJgETfXGHFLkm0jcfcKLbzwq01olREgr3Q5lVJrA9-pV8L3oOh-ilKevdpZhFm1a8IitkG5gWz/IKDDFHi5E4bEW90vjKvhlTgpbb-l_Ra65ax9l6hukPo),http://stormventures.com/,Storm Ventures V,SF Bay Area/Silicon Valley,
Structure Capital,aquvjrtfml5bmiuzw7dn.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/NlI2kVoV0NACG-0GL3rJxg/DTgG9U8W5-mg6z0-0teOFrlOt8-LRO7gFcxFezajUomKqqvgu2h83l6bWQk2qzK_vc4tg9IiFZ29nkmXRNnSx1zhqGD91MLeWMXPX16x81BaISVIyrUFrQpprjiqViuD/mM0aJH4963hmqA1FHz2r6U8K8p4jnhixTu2lCqTuugo),http://www.structure.vc/,Structure Capital II,SF Bay Area/Silicon Valley,
Super Ventures,zaqmbbiuawzd2zxogv8c.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/pCP8BL02fl3H2G6PLZXZaQ/oGUUTgbcjlA_1EZifRQywG6F2D6urwrFghdR7uiooGsKGFKwwjfMIm_L8UN5cSsEv6quL-HuqI8EGjiO_NP7zcXNeHOJJTVDXs8zE0TCBkTQ9CLmqNvzF3t1JIh5bulW/rn0nx_dqNuNScsiMD-mrsQ53Yz3go4IRRAcj__StHJY),http://www.superventures.com/,Super Ventures I,SF Bay Area/Silicon Valley,
Susa Ventures,337c863d13cb777d5f4ac64aa679b7c2.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/cFGrrdkAeuWw7o7a3kJfzQ/CmnNCTQVnUZeqeoKj-RLdIrgqnAYoCHEzfChTxy_7Imb_4xWHPRpCAOBL6nIXUkFZPQpTQPPhjevT5XIpLbfcAnaye1QFbKi3rxB6Zk4va5SZK674klRupOOXkBdEv4h/DvN9Ug7KHfyUMjY2hqPu7su8-ReOBLfCBRDu8KpkJqU),http://www.susaventures.com/,"Susa Ventures II,Susa Ventures I","SF Bay Area/Silicon Valley,Los Angeles,""New York, NY""",
SV Angel,20e0740010dd063a306ed323780065b0.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/XNMkgZkugae-KhrAx-Yx8w/2HCWyhY-9OQ9xul664kG1TtRUnLFXic76d3bsQv5ARI7XGtdyIhUE0t3gvklz5ZXeuHwXjM9iE6U_2HsghBdyEI6kvChQ_uMRgQItVJ4BwQH7hiPpqZfrCyXgQqtTYJ6/vzJUIwYPgC66lAka_Lakdfkxha9Fn2Wr5fqTlRfuP08),http://svangel.com/,SV Angel IV,SF Bay Area/Silicon Valley,
Tandem Capital,p1yaroeydrsq1jn65rnn.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/aR2Qe9DTL0s3OY0M8ARheA/9tu0vguoIU_Byg5O9X80UBoIxyuE6Yj0Stj-qgdhC-BJUjRDPLnCohEgTc-W4LOM4JHzsM9kyJLQ-H2NgiXjkno3paO5KchgVLtokK30XEUNW_bnVHHKvsu9x-WebWjM/bCqNlxx0HSLRqpuOmXPAWhSmJW3wvtSakn1sk8BpMho),http://tandemcap.com/,Tandem Capital III,SF Bay Area/Silicon Valley,
Techstars Ventures,dsrppikuuefczpjclubm.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/m1hh3zyaCY8Tyz1G1o6A2w/DMHoHCeebykwp8-gb4-xnD0LVrzUNhDn7I3ET3zcivNwOPXbsYpfLkP652b_hCdhxXkVuvXKfiUi0LS0VGZlA7nq5V4lguP7zmMNu9W9heUPnyMYSpRdv6MBlv4watvz/h4D_DdhQssT-J3Z7qhyBrndB0Ov4oe985zbbETrU9qk),http://techstars.com/ventures,Techstars Ventures III,"""Boulder, CO""",
TenOneTen,d205e6c3d322c1544c0fa3109e9b1ea7.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/wy---XvJtuFwB5Gr2eF5kQ/r-Lcka2am2Y_0GTVNW-3bq7_mylk3UcHScdbfxTHTYi3G_0pyzYHFPmUHD7Abdhc3PC6oC2GSKVH1JqY3KOVRCp-tADSBNaIEah9FqfcGC43ldP_gxg0stFzbTETnG4v/xKrPEgdGkOUVawWToWFAF_iwGs0gLJmhUYhsapzN1Dc),http://tenoneten.net/,TenOneTen I,Los Angeles,
Thrive,vxbny8b3elsusdxbiap3.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/O8kY2AwyuUWuvqnAu1EnPA/1kmd-YibtBRFHvYsOjRJnt20qLiURJ2UTVaBWcIaCRRYxqIbxjLArpBZ2vpnwj-LPcFfSgFRZCH9gKdNuZLdekibgU2yuzzr5I-SG7oeGFOHHA9YgagVVAJBGXLfEDFm/d1AU6LQCs88SSP32nAE7t1_Ix_MackqSFu8mF1a3axI),http://thrivecap.com/,Thrive III,"""New York, NY""",
TLV Partners,fngwm7xndkqyeegesypu.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/c84wpllaxcmE957C6o00Tw/z6FEfjzUR5Xw5XOSyYUTQq_yrIqwMPZCsL6blS_Saba14LWMwVLN3Ee4ghvXnNGlk1Q7R5nr0AK9OjAFAUz51XF3s6p5akYG-0H94C4Yo-dpOsnz58vXndWsCtSq-rz3/xD_4Cn0rsJA7DWhm-aasRoxrgKw9nGbRf8JufQqFIq8),http://www.tlv.partners/,TLV Partners I,Tel Aviv Metro Area,
Tribeca Venture Partners,zzajkx36s50mz8vi0vkk.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/NXkyXh6uESuUvamqTrFuxA/SccyDRXxcR_EPU_5QqC8VFtbONlYYxPw7f1K_X4tT7juZ62V0s_FpznS9YZXKOPeWZW3HH-5QRQVLFoRDathF__XoUg6pkKZxPpoiKvPAJD7VzVNUH8L857fGWTAybX1/y4RPlUpLKx0dC5dBdUKcRX_yKwSrKIXELihgoMM9PzM),http://www.tribecavp.com/,"Tribeca Venture Partners II,Tribeca Venture Partners I","""New York, NY""",
